id,sexo,edad,ent,p1_riesgo,p2_riesgo,p3_riesgo,p4_riesgo,p5_ansiedad,p6_ansiedad,p7_sintomas,p8_sintomas,p9_sintomas,p10_sintomas,p11_sintomas,p12a_sintomas,p12b_sintomas,p12c_sintomas,p12d_sintomas,p12e_sintomas,p12f_sintomas,p13_sintomas,p14_sintomas,p15_cuarentena,p16_cuarentena,p17_economia,p18_economia,p19_economia,p20_economia,p21_economia,p22_economia,p23_economia,p24_economia,p25_economia,p26_economia,p27_economia,p28_economia,p29_economia,p29a_economia,p30_economia,p31_economia,p32_economia,p32a_economia,p33_economia,p34_economia,p35_cuarentena,p36_cuarentena,p37_expectativas,p38_expectativas,p39_expectativas,p40_depresion,p41_depresion,p42_depresion,p43_depresion,p44_depresion,p45_depresion,p46_depresion,p47_alimentacion,p48_alimentacion,p49_alimentacion,p50_alimentacion,p51_alimentacion,p52_alimentacion,p53_alimentacion,p54_alimentacion,p55_socio,p56_socio,p57_socio,p58_socio,p60_socio,p60g_socio,p61_socio,p62_socio,p63_socio,p64_socio,p65_socio,p66_socio,p67_socio,p68_socio,nse,gpo_edad3,gpo_edad4,gpo_edad5,factor_i,factor_i_n,factor_h,factor_h_n,factor_i_pop,factor_i_pop_n,factor_h_pop,factor_h_pop_n
630,1,28,14,2,3,1,10,3,3,0,,,,,,,,,,,,,1,,-1,-20,1,1,20,1,0,998,2,0,10000,0,,,,,8,.a,8,8,,,2,2,2,3,0,1,1,1,2,0,1,0,0,0,0,0,0,0,6,2,2,0,4,3,0,2,0,0,1,1,4000,,1,1,2,2,79322.98724986849,.95914549,34175.828,.91498071,79322.98724992394,.95914549,29906.682,.91498083
631,0,50,14,1,1,1,9,3,3,0,,,,,,,,,,,,,0,10,0,0,0,0,998,3,0,998,2,0,20000,1,1,2121,1,0,,,,,,,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,4,2,4,1,1,0,1,8000,,5,3,4,4,101649.1891497855,1.2291061,43794.938,1.1725106,101649.1891498565,1.2291061,38324.199,1.1725107
632,1,23,14,2,2,1,8,3,0,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,2,1,50,1,0,5000,0,,,,,1,9623,1,0,0,10,2,2,2,1,0,1,0,3,0,1,1,0,1,1,0,0,0,0,4,0,2,0,3,6,1,2,0,0,1,1,5500,,2,1,1,1,85109.45462964423,1.0291134,36668.895,.98172688,85109.45462970373,1.0291134,32088.318,.981727
633,1,25,2,4,3,2,1,0,0,0,,,,,,,,,,,,,1,,0,0,1,0,100,1,1,100,1,1,99998,1,1,2113,1,0,,,,,,,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,2,3,1,1,0,0,999999,2,5,1,2,2,96707.74094298227,1.1693558,44165.316,1.1824267,96707.74094304987,1.1693558,38648.313,1.1824269
634,1,48,14,2,2,1,9,3,3,0,,,,,,,,,,,,,0,21,-1,-100,0,0,998,3,0,998,2,0,6000,1,6,.a,8,8,,,,,,,1,1,1,3,3,2,2,2,3,2,1,0,0,0,0,0,0,0,5,0,2,0,1,,1,3,0,0,1,1,2400,,1,3,3,4,79701.77617731603,.96372569,34339.027,.91934997,79701.77617737174,.96372569,30049.494,.91935009
635,1,81,14,3,3,2,10,3,0,0,,,,,,,,,,,,,1,,-1,-20,0,0,998,5,0,998,2,0,6000,1,5,.a,8,8,,,,,,,1,1,1,2,3,3,3,3,1,3,1,1,1,1,0,1,0,0,2,0,0,2,5,3,1,2,0,0,0,0,999999,9,2,3,4,5,85515.87551913054,1.0340277,36843.996,.98641491,85515.87551919032,1.0340277,32241.549,.98641503
636,0,54,14,2,2,2,6,0,0,0,,,,,,,,,,,,,0,10,-1,-80,0,0,998,3,9,,3,0,10000,1,1,9999,0,0,,,,,,,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,1,6,5,2,4,0,1,3,4,8000,,6,3,4,4,76104.38391859231,.92022729,32789.113,.87785453,76104.38391864552,.92022729,28693.189,.87785465
637,0,45,32,4,3,3,3,1,1,0,,,,,,,,,,,,,1,,-1,-20,0,0,998,2,1,50,1,1,99998,1,1,2544,1,0,,,,,,,2,1,2,0,1,1,2,2,2,0,1,0,0,1,0,1,0,0,4,0,1,0,5,3,1,2,0,1,2,4,20000,,4,3,3,4,83169.12291135952,1.0056516,40100.965,1.0736129,83169.12291141765,1.0056516,35091.668,1.073613
638,1,29,14,4,3,1,3,0,0,0,,,,,,,,,,,,,1,,-1,-20,0,0,998,4,0,998,3,1,99998,0,,,,,4,9331,0,0,1,9,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,3,1,2,1,1,2,1,20000,,5,1,2,2,93736.36860522848,1.133427,40385.746,1.0812372,93736.36860529399,1.133427,35340.875,1.0812374
639,1,52,14,2,2,9,3,1,1,0,,,,,,,,,,,,,1,,-1,-25,0,0,998,5,0,998,2,1,99998,0,,,,,4,1999,0,0,0,10,1,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,6,5,5,4,4,1,3,4,999999,9,7,3,4,4,67370.03834921985,.81461465,29025.973,.77710491,67370.03834926695,.81461465,25400.131,.77710503
640,1,45,14,4,4,1,1,0,0,0,,,,,,,,,,,,,1,,0,0,1,1,0,1,0,998,4,1,99998,1,1,8301,1,0,,,,,,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,,2,3,2,1,2,3,22000,,7,3,3,4,67370.03834921985,.81461465,29025.973,.77710491,67370.03834926695,.81461465,25400.131,.77710503
641,0,38,14,1,1,3,5,0,0,0,,,,,,,,,,,,,1,,0,0,1,2,40,1,0,998,2,1,99998,1,1,2426,1,0,,,,,,,2,2,1,1,0,3,2,0,1,2,0,0,0,0,0,0,0,0,5,0,0,2,6,4,1,2,2,1,2,4,25000,,6,2,3,3,85654.12515488456,1.0356994,36903.563,.98800957,85654.12515494444,1.0356994,32293.674,.98800969
642,1,55,14,4,4,1,10,1,3,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,2,0,998,3,1,99998,1,2,9899,1,1,,,,,,,2,1,2,1,1,1,3,1,0,1,1,1,1,1,0,1,1,0,3,0,1,0,3,6,1,2,0,0,2,0,1500,,2,3,4,4,85515.87551913054,1.0340277,36843.996,.98641491,85515.87551919032,1.0340277,32241.549,.98641503
643,1,50,14,2,2,2,5,2,2,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,1,999,1,0,99999,0,,,,,1,9211,0,0,9,9,2,2,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,4,8,1,2,1,0,1,1,999999,9,2,3,4,4,85515.87551913054,1.0340277,36843.996,.98641491,85515.87551919032,1.0340277,32241.549,.98641503
644,1,36,14,2,2,2,8,1,1,0,,,,,,,,,,,,,0,10,1,80,1,1,999,1,0,998,3,0,4000,1,1,9611,0,0,,,,,,,3,2,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,4,0,2,0,3,6,0,1,0,0,2,1,2300,,1,2,3,3,72761.61828250486,.87980777,31348.902,.83929616,72761.61828255572,.87980777,27432.887,.83929622
645,0,37,14,3,3,1,6,0,0,0,,,,,,,,,,,,,1,,-1,-60,1,1,100,1,9,,4,1,99998,1,2,9511,0,0,,,,,,,2,3,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,5,1,1,0,4,3,1,2,0,1,1,3,12000,,3,2,3,3,93495.46979362279,1.1305141,40281.957,1.0784585,93495.46979368814,1.1305141,35250.051,1.0784587
646,1,54,26,3,3,2,0,0,2,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,2,0,99999,0,,,,,10,.a,,,,,2,3,3,1,2,1,1,1,0,1,1,0,0,0,0,0,1,0,6,1,3,0,4,3,1,2,0,0,1,1,5000,,2,3,4,4,89330.45765800211,1.0801523,38023.617,1.0179965,89330.45765806454,1.0801523,33273.813,1.0179967
647,0,58,14,4,4,1,4,0,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,1,8,1,1,99998,1,1,9621,1,0,,,,,,,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,3,1,2,1,0,2,2,5000,,3,3,4,4,83071.48213768491,1.0044709,35790.844,.95821911,83071.48213774299,1.0044709,31319.955,.95821923
648,0,75,14,3,3,1,99,1,1,0,,,,,,,,,,,,,1,,-1,999,1,1,60,1,1,999,1,1,99998,1,2,9899,0,0,,,,,,,2,2,2,9,1,9,9,2,9,9,0,0,1,1,1,1,0,0,2,0,0,0,1,,1,2,0,0,1,1,999999,1,1,3,4,5,86019.09221431217,1.0401125,37060.805,.99221945,86019.0922143723,1.0401125,32431.275,.99221957
649,1,24,14,2,2,2,7,1,1,0,,,,,,,,,,,,,0,10,-1,-20,1,4,80,1,1,80,1,0,15000,1,1,4999,1,0,,,,,,,1,2,2,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,10,1,2,0,4,3,1,4,1,1,5,6,999999,4,5,1,1,1,93736.36860522848,1.133427,40385.746,1.0812372,93736.36860529399,1.133427,35340.875,1.0812374
650,0,30,14,1,1,1,8,3,3,0,,,,,,,,,,,,,0,21,-1,-80,1,0,100,1,1,100,1,0,6000,1,9,.a,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,4,2,1,2,0,1,0,0,12000,,3,2,2,2,93495.46979362279,1.1305141,40281.957,1.0784585,93495.46979368814,1.1305141,35250.051,1.0784587
651,1,56,14,3,3,1,9,3,3,0,,,,,,,,,,,,,1,,-1,-30,1,1,30,1,0,998,3,0,20000,0,,,,,1,1999,1,0,0,10,1,1,1,3,3,3,3,1,1,3,1,0,1,1,1,1,1,1,5,1,0,0,5,3,1,2,0,1,2,4,5000,,4,3,4,4,91302.7750978199,1.1040009,39337.246,1.053166,91302.77509788371,1.1040009,34423.352,1.0531662
652,0,55,14,3,3,1,5,2,2,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,4,0,998,3,0,3000,1,6,.a,8,8,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,1,2,0,1,0,2,7200,,2,3,4,4,92294.02824979112,1.1159867,39764.324,1.0646,92294.02824985565,1.1159867,34797.078,1.0646001
653,1,31,14,3,3,3,6,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,2,90,1,0,998,2,0,10000,1,6,.a,8,8,,,,,,,1,1,1,1,1,1,2,1,2,1,1,0,1,1,1,1,0,0,6,2,1,0,5,2,1,2,0,1,3,2,999999,9,5,2,2,2,85982.76625863095,1.0396732,37045.152,.99180043,85982.76625869104,1.0396732,32417.578,.99180055
654,0,27,15,3,3,2,8,0,0,1,1,0,,1,,,,,,0,0,,0,10,-1,-20,0,0,998,2,0,998,2,0,5000,1,1,4211,1,0,,,,,,,2,2,2,0,1,0,0,1,0,0,1,0,0,1,0,8,0,0,2,0,0,0,6,2,0,1,0,0,1,2,5000,,2,1,2,2,115800.4315403672,1.4002179,49149.203,1.3158591,115800.4315404482,1.4002179,43009.625,1.3158592
655,1,49,14,9,,,,2,2,0,,,,,,,,,,,,,1,,-1,999,1,0,100,1,9,,2,0,6000,0,,,,,8,.a,8,8,,,2,2,1,0,2,0,3,0,0,2,1,1,1,1,0,1,1,1,11,7,2,0,4,3,1,2,0,0,0,2,8000,,2,3,3,4,85515.87551913054,1.0340277,36843.996,.98641491,85515.87551919032,1.0340277,32241.549,.98641503
656,1,53,14,2,3,1,2,1,1,0,,,,,,,,,,,,,0,12,-1,999,0,0,998,3,0,998,3,0,99999,1,3,9622,0,0,,,,,,,5,5,1,2,3,3,2,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,1,,1,2,0,0,0,2,999999,2,1,3,4,4,79701.77617731603,.96372569,34339.027,.91934997,79701.77617737174,.96372569,30049.494,.91935009
657,0,70,14,3,3,2,10,0,0,1,1,0,,1,,,,,,0,0,,0,10,1,100,0,0,998,5,0,998,4,0,5000,1,3,9999,0,0,,,,,,,3,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,1,1,1,0,1,2,6000,,2,3,4,5,92294.02824979112,1.1159867,39764.324,1.0646,92294.02824985565,1.1159867,34797.078,1.0646001
658,0,58,14,1,1,1,10,2,2,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,3,0,998,3,1,99998,1,1,4221,1,0,,,,,,,2,2,2,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,5,1,0,1,5,3,2,4,2,1,2,3,999999,3,6,3,4,4,76104.38391859231,.92022729,32789.113,.87785453,76104.38391864552,.92022729,28693.189,.87785465
659,1,35,14,4,3,3,5,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,4,1,99998,0,,,,,1,4999,1,0,1,9,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8,,1,3,1,1,3,3,30000,,7,2,3,3,61503.68597982132,.74368083,26498.49,.70943731,61503.68597986431,.74368083,23188.375,.70943737
660,1,28,14,3,3,2,6,0,0,0,,,,,,,,,,,,,0,10,-1,999,1,1,50,1,0,998,2,0,4800,1,1,2544,1,0,,,,,,,2,2,1,0,2,2,1,0,0,3,1,0,1,1,1,1,0,0,4,0,1,0,4,3,1,2,0,1,3,3,12000,,4,1,2,2,90868.85151529722,1.098754,39150.293,1.0481608,90868.85151536076,1.098754,34259.75,1.0481609
661,1,29,14,4,3,1,2,1,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,4,1,99998,0,,,,,1,9233,1,0,0,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,4,3,1,2,1,0,0,2,6000,,2,1,2,2,85109.45462964423,1.0291134,36668.895,.98172688,85109.45462970373,1.0291134,32088.318,.981727
662,0,25,14,1,1,2,9,0,0,0,,,,,,,,,,,,,1,,1,20,0,0,998,3,0,998,3,1,99998,1,1,9999,0,1,,,,,,,3,3,2,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,6,4,3,1,2,1,2,2,999999,4,6,1,2,2,98562.82338375322,1.1917868,42465.195,1.1369098,98562.82338382213,1.1917868,37160.563,1.13691
663,1,62,14,1,1,1,10,0,0,0,,,,,,,,,,,,,1,,-1,-20,1,0,999,1,0,998,4,1,99998,0,,,,,1,7135,1,0,1,9,2,1,1,9,0,9,9,1,9,9,0,0,0,0,0,0,0,0,2,0,0,0,2,,1,1,2,1,0,1,12000,,3,3,4,5,76970.64111720593,.93070179,33162.336,.88784671,76970.64111725973,.93070179,29019.791,.88784677
664,1,71,14,1,1,1,6,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,2,1,60,1,1,99998,1,6,.a,8,8,,,,,,,1,5,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,3,6,1,2,1,1,2,0,999999,3,4,3,4,5,91302.7750978199,1.1040009,39337.246,1.053166,91302.77509788371,1.1040009,34423.352,1.0531662
665,0,29,15,2,2,1,8,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,1,50,1,1,99998,1,1,8212,1,0,,,,,,,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,3,6,1,2,1,0,0,1,15000,,2,1,2,2,115800.4315403672,1.4002179,49149.203,1.3158591,115800.4315404482,1.4002179,43009.625,1.3158592
666,0,39,14,2,1,3,10,2,2,0,,,,,,,,,,,,,0,10,-1,-50,1,1,30,1,1,70,1,1,99998,1,1,9235,1,0,,,,,,,2,2,2,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,10,0,2,0,4,3,1,3,1,1,2,4,12000,,4,2,3,3,110904.5699415896,1.3410188,47782.563,1.2792703,110904.5699416672,1.3410188,41813.699,1.2792704
667,0,75,14,4,2,1,2,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,5,1,99998,0,,,,,6,.a,8,8,,,2,5,2,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,6,0,1,2,9,,2,3,0,0,5,1,999999,9,4,3,4,5,98539.60861661764,1.1915061,42455.195,1.136642,98539.60861668653,1.1915061,37151.813,1.1366422
668,0,47,14,1,1,1,7,3,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,1,2135,1,1,,,,,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,4,5,5,2,1,0,2,999999,9,6,3,3,4,76104.38391859231,.92022729,32789.113,.87785453,76104.38391864552,.92022729,28693.189,.87785465
669,1,70,14,9,,,,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,0,998,4,9,,0,,,,,3,9111,0,0,0,10,5,5,5,1,1,3,3,3,3,1,1,1,1,1,1,1,0,1,2,0,0,0,3,3,1,2,0,0,1,1,1200,,2,3,4,5,85515.87551913054,1.0340277,36843.996,.98641491,85515.87551919032,1.0340277,32241.549,.98641503
670,1,53,14,2,2,2,7,1,3,1,2,0,,1,,,,,,0,0,,1,,-1,-75,0,0,998,3,1,75,1,1,99998,0,,,,,1,7311,1,0,1,9,2,2,1,1,3,1,2,3,1,1,0,0,0,0,0,0,0,0,9,2,0,0,4,3,1,3,0,1,2,2,12000,,4,3,4,4,91302.7750978199,1.1040009,39337.246,1.053166,91302.77509788371,1.1040009,34423.352,1.0531662
671,0,35,14,3,3,1,8,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,1,2391,1,1,,,,,,,3,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,6,4,2,2,2,1,2,3,20000,,7,2,3,3,81833.71340097451,.98950434,35257.559,.94394159,81833.71340103171,.98950434,30853.285,.94394171
672,0,57,18,1,1,1,8,0,0,0,,,,,,,,,,,,,1,,-1,-60,1,2,60,1,9,,2,0,4000,1,1,7121,0,0,,,,,,,1,1,1,1,0,0,0,0,3,2,1,1,1,1,1,1,1,0,3,0,0,0,3,6,2,1,1,0,2,2,3000,,3,3,4,4,98475.74798683917,1.1907339,48162.617,1.2894454,98475.747986908,1.1907339,42146.281,1.2894456
673,0,55,14,2,3,1,5,0,0,0,,,,,,,,,,,,,1,,-1,-60,0,0,998,4,1,30,1,1,99998,1,1,4999,0,0,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1,5,3,1,2,3,0,1,3,999999,3,4,3,4,4,98539.60861661764,1.1915061,42455.195,1.136642,98539.60861668653,1.1915061,37151.813,1.1366422
674,0,33,14,2,3,3,7,1,0,0,,,,,,,,,,,,,1,,-1,-70,0,0,998,5,0,998,2,0,10000,1,3,9999,1,0,,,,,,,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,4,3,3,1,0,1,1,3,15000,,3,2,2,2,93495.46979362279,1.1305141,40281.957,1.0784585,93495.46979368814,1.1305141,35250.051,1.0784587
675,1,40,14,2,3,3,7,0,2,0,,,,,,,,,,,,,1,,-1,-15,0,0,998,4,0,998,3,1,99998,0,,,,,1,6122,1,0,9,9,2,2,2,1,1,0,3,0,0,1,1,0,0,0,0,0,0,0,5,1,1,0,1,,0,1,0,0,1,1,6800,,1,2,3,3,72761.61828250486,.87980777,31348.902,.83929616,72761.61828255572,.87980777,27432.887,.83929622
676,0,25,14,1,1,1,5,1,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,2,0,998,3,1,99998,1,1,7212,1,0,,,,,,,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,4,3,1,3,1,1,2,3,25000,,4,1,2,2,127618.6934352297,1.5431201,54983.742,1.4720656,127618.6934353189,1.5431201,48115.328,1.4720658
677,1,41,14,2,2,2,8,0,0,0,,,,,,,,,,,,,0,12,0,0,0,0,998,5,0,998,5,0,6000,0,,,,,1,5112,1,0,0,10,1,1,1,1,2,2,2,3,2,2,1,0,1,1,0,1,0,0,4,0,0,0,4,3,1,3,1,1,2,2,12000,,4,2,3,3,83352.44192075772,1.0078683,35911.895,.96145993,83352.44192081598,1.0078683,31425.883,.96146005
678,0,48,14,3,3,2,0,0,0,0,,,,,,,,,,,,,1,,-1,-60,0,0,998,4,0,998,4,1,99998,1,4,4999,0,0,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,3,3,3,0,0,2,3,999999,1,3,3,3,4,83071.48213768491,1.0044709,35790.844,.95821911,83071.48213774299,1.0044709,31319.955,.95821923
679,0,57,14,1,1,1,9,1,1,0,,,,,,,,,,,,,0,11,0,0,1,0,999,1,0,998,2,1,99998,1,1,7511,1,0,,,,,,,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,2,1,2,0,1,0,6,999999,,3,3,4,4,83071.48213768491,1.0044709,35790.844,.95821911,83071.48213774299,1.0044709,31319.955,.95821923
680,1,50,14,1,2,1,8,0,0,0,,,,,,,,,,,,,1,,-1,-20,0,0,998,2,0,998,4,9,,1,10,.a,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,2,2,1,1,2,1,999999,3,6,3,4,4,70515.21257722533,.85264504,30381.053,.81338412,70515.21257727462,.85264504,26585.938,.81338423
681,1,28,14,2,2,1,6,1,0,0,,,,,,,,,,,,,0,12,0,0,0,0,998,3,0,998,4,1,99998,0,,,,,6,.a,8,8,,,2,2,1,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,1,6,4,2,3,2,1,1,2,999999,5,6,1,2,2,70180.08351207832,.84859276,30236.664,.80951846,70180.08351212738,.84859276,26459.586,.80951858
682,0,30,14,1,2,1,8,2,1,0,,,,,,,,,,,,,0,10,0,0,1,2,40,1,1,50,1,1,99998,1,1,2121,1,0,,,,,,,2,2,1,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,5,0,0,0,6,5,2,3,2,1,5,4,999999,6,7,2,2,2,81833.71340097451,.98950434,35257.559,.94394159,81833.71340103171,.98950434,30853.285,.94394171
683,1,28,14,2,3,1,6,1,1,0,,,,,,,,,,,,,1,,-1,-50,1,1,50,1,1,50,1,0,4000,0,,,,,1,8999,1,0,1,9,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,3,4,1,3,0,1,1,3,10000,,3,1,2,2,76604.83212282583,.92627853,33004.727,.88362712,76604.83212287938,.92627853,28881.871,.88362724
684,0,52,14,4,4,4,0,0,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,5,9,,5,1,99998,1,1,5314,1,0,,,,,,,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,4,3,1,3,1,0,2,2,999999,3,3,3,4,4,83071.48213768491,1.0044709,35790.844,.95821911,83071.48213774299,1.0044709,31319.955,.95821923
685,0,63,14,2,2,1,6,1,0,0,,,,,,,,,,,,,0,22,-1,-100,1,0,100,1,9,,5,1,99998,1,9,.a,,,,,,,,,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,5,1,2,0,4,3,1,2,1,0,0,1,999999,1,2,3,4,5,92294.02824979112,1.1159867,39764.324,1.0646,92294.02824985565,1.1159867,34797.078,1.0646001
686,1,38,14,3,3,1,10,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,2,1,14,1,1,99998,1,10,.a,,,,,,,,,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,6,8,2,1,0,0,2,1,999999,9,4,2,3,3,83352.44192075772,1.0078683,35911.895,.96145993,83352.44192081598,1.0078683,31425.883,.96146005
687,1,28,14,3,1,1,0,3,0,0,,,,,,,,,,,,,0,99,-1,-10,1,2,100,1,1,100,1,1,99998,0,,,,,1,9999,0,0,0,10,2,1,1,3,3,3,3,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,4,2,1,2,0,1,2,3,999999,1,3,1,2,2,76604.83212282583,.92627853,33004.727,.88362712,76604.83212287938,.92627853,28881.871,.88362724
688,0,55,14,8,,,,0,0,0,,,,,,,,,,,,,0,11,-1,-33,1,0,100,1,0,998,2,0,5000,1,9,.a,,,,,,,,,2,2,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,2,0,0,0,3,1,1,1,2,0,0,1,8000,,2,3,4,4,92294.02824979112,1.1159867,39764.324,1.0646,92294.02824985565,1.1159867,34797.078,1.0646001
689,0,50,15,3,2,9,7,0,0,0,,,,,,,,,,,,,0,30,-1,999,1,2,999,1,0,998,4,1,99998,1,2,9899,0,0,,,,,,,3,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,8,0,0,0,3,6,1,3,0,0,3,3,999999,1,3,3,4,4,80479.463833681,.97312921,34157.918,.91450113,80479.46383373725,.97312921,29891.008,.91450125
690,1,43,15,9,,,,3,3,1,1,1,9,,,,,,,,9,,1,,-1,-20,0,0,998,3,0,998,3,0,99999,0,,,,,1,9111,0,0,1,9,2,1,1,3,3,3,9,1,9,3,1,1,1,1,1,1,0,0,8,1,0,0,2,,0,3,5,0,2,1,5000,,2,2,3,3,75633.50230713611,.91453356,32101.145,.85943574,75633.50230718899,.91453356,28091.16,.8594358
691,0,50,15,4,4,1,0,0,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,3,0,998,3,0,4000,1,1,9111,0,0,,,,,,,2,2,1,0,0,0,0,0,9,0,1,1,1,1,0,1,1,1,7,2,1,0,4,3,0,1,0,0,2,3,900,,2,3,4,4,89414.24562863592,1.0811654,37950.109,1.0160285,89414.24562869842,1.0811654,33209.488,1.0160286
692,0,34,30,3,3,2,4,0,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,3,0,998,4,0,12000,1,1,9221,1,0,,,,,,,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,1,0,6,5,1,2,1,1,1,2,22000,,5,2,2,2,111993.0931146664,1.3541809,56940.297,1.524448,111993.0931147447,1.3541809,49827.477,1.5244482
693,1,27,15,3,2,1,8,2,1,1,1,0,,1,,,,,,0,0,,0,15,-1,-80,1,1,100,1,0,998,2,0,5000,1,9,.a,,,,,,,,,3,2,1,1,1,3,2,3,3,3,1,1,1,1,1,1,1,1,4,0,2,0,4,3,0,1,0,0,1,0,2000,,1,1,2,2,76847.9304723916,.92921799,32616.584,.87323546,76847.93047244532,.92921799,28542.213,.87323558
694,0,47,15,4,2,3,6,0,0,0,,,,,,,,,,,,,1,,-1,-100,1,1,100,1,1,100,1,0,5000,1,1,9221,1,0,,,,,,,2,3,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,6,0,1,1,5,3,2,4,1,0,1,3,13000,,3,3,3,4,80479.463833681,.97312921,34157.918,.91450113,80479.46383373725,.97312921,29891.008,.91450125
695,0,49,15,2,2,2,6,3,0,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,2,1,50,1,0,3000,1,1,2172,0,0,,,,,,,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,6,1,0,0,4,3,1,3,0,0,1,2,4000,,2,3,3,4,89414.24562863592,1.0811654,37950.109,1.0160285,89414.24562869842,1.0811654,33209.488,1.0160286
696,0,24,16,3,4,1,8,0,0,0,,,,,,,,,,,,,0,22,-1,-20,1,3,70,1,0,998,2,1,99998,1,2,9899,0,0,,,,,,,2,2,2,0,1,3,1,3,2,3,1,0,1,0,1,1,0,1,4,1,0,0,5,3,1,1,0,0,3,1,4000,,3,1,1,1,100813.7744387694,1.2190045,46387.246,1.2419138,100813.7744388398,1.2190045,40592.684,1.2419139
